total_rooms,population,median_income,median_house_value
2075,1216,3.9732,281500
2139,971,4.3859,271300
1248,551,5.6426,348200
1770,916,5,354200
13133,7180,3.5414,354700
1102,522,6.1187,342000
7591,3420,4.0708,328900
6224,3152,5.9541,500001
8272,3392,10.0973,500001
3677,1598,6.838,378000
2485,1994,2.8333,183200
1512,1545,3.7663,160300
1676,846,5.1814,209500
2921,1512,4.1445,176400
2233,1934,2.8784,194900
1471,995,2.9583,188700
1109,1119,2.3056,200000
1268,661,4.0742,229100
2295,1543,2.3851,194100
1939,1584,2.5234,199500
2850,1510,2.4835,274300
2304,862,4.3542,417900
2455,989,4.0764,325000
3659,1338,3.6202,366100
6871,2216,8.0499,495600
3902,1468,8.5136,500001
3946,1361,6.5195,500001
1295,578,2.976,405100
1096,423,3.0179,500001
2963,1129,2.5588,500001
2158,1061,2.9643,355300
1616,773,2.6,313600
1390,874,2.5812,200000
2832,1594,1.7558,312500
3463,1845,2.0205,243800
2353,1365,2.0702,283300
1111,526,2.6136,383300
2373,1135,3.1765,225000
1902,848,2.9621,175000
2195,1265,3.3864,397900
3110,1557,1.9937,367100
1740,748,4.7019,411100
1821,777,2.3375,355200
2810,1109,3.25,355000
3518,1724,3.0833,338100
1835,956,3.2813,243600
1825,728,3.3824,322600
1424,632,4.0625,295200
2283,1093,2.5658,252000
1879,946,3.3333,254700
1372,674,2.8793,202100
995,462,2.7917,242000
1769,993,2.3214,139400
1767,1052,3.5161,157000
3239,2331,2.0538,125800
1690,1017,2.1078,133500
2365,2259,2.0879,120700
1400,1139,2.2368,120000
1083,1023,2.1324,143800
1819,1666,1.6452,125900
3745,1502,3.8643,195800
1356,796,1.7159,189700
3140,1214,6.5044,350400
2005,909,4.6406,268900
2657,1145,4.1375,287100
3702,1449,5.3194,313700
1559,891,4.4038,259400
813,344,3.5833,218800
2861,1715,2.7712,160900
4651,2917,2.6823,142500
1284,990,4.0179,195800
2146,2009,3.6583,177300
1849,1498,2.8378,170000
1802,1286,2.7284,146900
3431,2365,3.0393,129200
2532,2038,2.875,177500
1139,1283,4.1635,163900
1116,1082,3.7237,170800
3231,3193,2.6535,177200
1390,1666,3.3056,156800
2169,3036,2.3125,148500
939,1309,3.4063,152300
520,392,3.0132,202500
1132,1433,2.68,170000
4445,3340,3.1656,204500
1231,793,4.1023,226800
3695,2308,2.6667,229300
2807,1546,2.6375,233800
1949,1184,4.3333,225600
2048,1191,3.8,222500
2064,1366,4.1,243100
1935,1136,4.74,230000
1355,655,2.9551,205000
1166,640,3.5313,230400
3380,2276,4.0727,214000
756,371,5.0299,329200
1719,1266,3.375,228000
760,723,5.3169,227600
1362,709,4.4271,336200
2408,1644,4.2454,236800
2518,1107,4.7404,295800
1313,827,2.65,260800
1375,829,3.9844,230700
2845,1611,3.2049,267400
2114,1300,3.4208,290000
2512,1275,4.9375,293000
1082,598,3.9868,281900
1768,802,5.0784,295900
1249,583,5.7422,330700
681,360,5.2799,332600
2126,1044,5.5456,297400
1865,963,5.543,305900
1390,683,4.8906,334400
1577,743,5.7654,343000
11016,6664,3.703,361300
1660,943,5.1984,353600
2828,1439,5.6013,350200
1378,645,5.9143,343400
1784,901,6.2247,339000
1083,522,5.7765,339500
2211,1113,4.7026,356800
9042,4458,4.5592,378800
2629,966,10.1241,500001
5166,2071,8.3609,500001
443,48,3.125,71300
17339,8721,5.9507,225200
1283,594,4.1121,229200
1444,1177,3.6,164600
1787,1671,3.5521,151500
2127,1989,2.9028,174100
2080,1939,4.2875,176600
1392,1181,3.1563,176400
2272,2164,3.7143,175700
1438,1378,2.8917,170400
2890,2203,2.6696,185100
1140,643,3.3958,178400
1608,1217,2.9728,190200
2949,2106,2.9228,177300
1829,1345,3.1629,198900
854,542,0.8198,325000
600,377,2.4107,184400
1713,1349,3.2596,191800
3327,2683,2.3784,185400
1431,1438,2.2756,221400
6526,3298,2.7231,250000
2450,1054,3.6375,262500
4150,1808,3.5051,232400
2606,1373,3.6128,225000
4604,2391,3.1373,263100
4382,2138,3.5714,197900
1883,774,3.5096,396400
4670,1914,3.7986,367700
4287,1498,8.5677,500001
2821,843,11.615,500001
5518,1863,8.5842,500001
4408,1690,3.0156,300000
1349,547,3.2159,383300
3180,1347,4.0651,500001
6348,2559,3.2818,225000
2697,1059,2.8942,500001
630,257,5.5224,400000
4247,1766,3.1517,341700
1466,600,5.7524,393600
1234,543,6.0338,423700
4376,1847,2.6713,312500
3008,1224,3.2149,300000
2203,899,4.25,486900
2195,884,5.24,486400
1084,468,3.4286,474300
2519,1117,4.3667,405600
2703,1045,3.201,287500
2309,870,3.1677,453400
843,333,4.5192,446000
2402,878,4.0217,500001
1608,630,5.5596,500001
2346,1121,4.0583,444300
1266,539,4.005,275000
2369,1252,2.9883,296100
2457,1159,3.0862,345300
1197,671,3.825,278500
888,514,3.1827,202800
1465,727,4.0781,289400
1809,1094,2.767,143000
542,442,2.25,333300
1350,811,3.3636,140900
1425,838,3.9732,188400
213,138,2.125,196400
1236,966,3.0694,122200
1944,981,2.6154,193200
2263,900,4.4028,246800
3228,1305,5.1695,397000
4018,1400,8.6718,439100
303,131,4.3438,331800
1833,847,5.726,287800
6699,2725,3.3889,285700
6672,3333,2.9646,179800
3616,2515,2.7464,153100
138,100,4.875,175000
924,1376,2.2297,262500
1067,1053,2.8438,181700
2265,3425,2.3675,149400
1130,503,4.4861,246300
199,61,2.8958,245800
938,502,4.4722,218300
928,521,5.5255,242700
1073,556,4.8611,245600
1075,509,4.9688,238900
1869,1334,3.9355,227800
1651,707,5.6482,294800
332,177,3.3409,256300
2696,1142,5.6091,356800
1325,669,4.4211,324000
1688,811,4.5357,334200
2620,1282,4.4828,340700
966,417,5.5335,342600
1829,891,6.5755,359900
757,361,6.02,304200
2516,1128,5.0114,338600
2907,1573,3.5048,294000
2685,1243,4.119,324000
2415,1278,6.1599,341200
3662,1626,6.3974,410000
5622,2537,5.785,395300
1751,819,6.7105,339000
3245,1572,5.3773,379000
1207,601,4.7308,353400
2794,1319,5.878,387800
2463,1125,6.0176,352700
2416,1115,6.256,366900
2815,1338,4.5687,381200
2031,817,5.1271,458300
1283,563,6.9296,500001
5057,2021,6.8553,482200
1596,654,8.2064,500001
6339,2540,10.1447,500001
1622,903,4.1125,183000
1176,864,2.375,177700
715,730,3.8,169500
1363,1798,2.3182,171200
1468,1295,3.7708,170600
1981,1665,3.0833,179100
993,1044,2.4306,187500
4138,3911,3.0125,181700
1308,950,2.7379,181500
1434,1667,2.4375,176300
977,736,1.9866,177400
901,473,3.3125,186400
2079,1396,3.0061,190800
4834,3847,2.1449,165300
1983,2251,2.4792,200000
1588,739,2.8208,238500
2609,1055,3.3177,309400
2358,1065,3.1289,320600
2197,944,3.7312,319400
2933,1115,4.3036,365900
1253,492,7.7112,386700
2601,870,7.1134,416700
3798,975,9.3092,500001
8264,3148,3.5659,281300
1226,370,3.9375,450000
4524,1910,2.8889,335300
4625,1739,3.3989,485000
2799,1235,4.4896,500001
3653,1510,3.5573,500001
4814,1897,3.3725,375000
1311,578,7.6771,500001
1509,690,6.2344,500001
4345,1987,2.8233,310000
2522,991,3.1475,362500
2558,1183,3.5556,500000
2053,900,3.0707,417900
1241,526,4.4191,334100
1004,590,4.2404,351000
2352,1133,3.238,287500
767,254,6.2895,340400
2614,1665,3.4063,271600
2237,1794,2.2961,207700
2846,2120,2.7226,254200
1913,1295,3.9537,266400
912,705,2.6402,185700
2101,1756,2.9344,222100
2098,1343,3.9615,268600
1893,819,4.3077,140600
9528,3922,4.7612,304100
11308,5127,4.6277,228300
1859,813,6.019,294500
2395,1287,4.6923,299000
3259,2003,3.2708,400000
1821,1397,2.5833,187500
1489,743,4.8611,456100
2501,1031,4.75,442100
1830,822,5.0602,453700
1313,561,5.2999,359400
3039,1421,5.5771,345500
1993,918,6.9021,337600
2287,1101,4.675,316900
2387,1008,5.8518,337900
4151,2054,4.9821,292900
2791,1467,5.7415,321900
2787,1182,6.7613,352700
1778,908,7.674,329300
3533,1647,5.5843,384600
4430,2131,4.9384,378100
5775,2637,5.4968,379800
3070,1264,5.1626,432700
2152,902,4.5179,427200
2270,1070,4.4615,384800
1318,547,6.0308,416700
1822,750,5.9907,500001
1889,802,6.015,488500
2400,877,5.7361,500001
1018,329,10.5045,500001
2349,954,6.4956,483600
1975,703,8.5491,410300
4421,1433,8.0838,500001
10445,4474,7.7042,500001
11353,4649,9.821,500001
8277,3176,7.6986,500001
3295,1477,1.8325,105800
4694,3566,4.4818,166200
712,533,3.695,165200
1790,1277,5.0818,186800
1869,1516,3.6845,178500
2807,2729,2.6667,172400
2012,3483,2.2234,181300
2594,3950,2.0348,177200
2000,1439,3.0491,192000
3794,2454,2.9982,204200
1875,2555,2.0968,162500
477,220,3.3906,223800
1957,985,2.9327,240200
1696,835,3.6563,222400
2790,1351,3.2052,283600
6429,2806,3.1929,265200
3345,1599,3.3516,241500
1582,603,5.1169,414300
1388,547,5.1584,444700
4084,1637,3.2388,256300
2696,905,3.1146,373500
917,379,3.4612,425000
3110,1212,4.2031,394400
4624,1572,6.5533,500001
5076,2021,5.5683,309200
730,230,4.3214,500001
2347,785,4.4167,425000
4312,1634,3.6207,362500
3759,1407,15.0001,500001
1244,444,3.5114,430800
833,349,3.067,375000
3143,1153,5.7762,500001
1213,503,8.0095,500001
3299,1649,3.3295,500001
2975,1291,5.3316,500001
1621,724,5.7509,474100
3105,1253,5.222,500001
1467,577,6.6368,500001
2814,1139,4.0153,460000
1492,666,4.7386,340400
1230,669,3.9038,308300
2089,834,7.3028,500001
1873,635,5.5951,461300
101,85,4.125,237500
1366,1237,3.7206,230900
1722,1161,3.2228,232500
1450,746,3.1415,55000
1577,1042,3.4375,314500
2521,1091,4.1296,322900
2447,1312,3.5909,279400
4424,2101,3.9688,355100
1101,543,2.3571,340600
1565,826,5.2035,485700
1465,1104,4.056,339100
612,402,5.1322,314900
1097,513,6.235,361400
2700,1146,5.1333,345900
993,374,6.2673,357200
1361,581,5.8143,340700
80,61,5.25,247200
4314,1699,8.2037,500001
826,389,7.1845,438100
1851,750,7.3356,422700
2532,1056,6.3434,460400
1267,521,6.0441,470000
1973,843,6.077,472700
2496,1098,7.6685,474300
1448,607,8.1513,500001
2395,1087,5.9683,394600
3303,1329,7.521,340400
2361,915,5.687,392400
3619,1735,6.1404,368400
2386,1152,4.8971,400700
4373,1830,5.7128,366200
1610,670,4.3594,349000
2075,954,5.637,500001
1008,391,3.7778,487500
1193,475,7.5594,500001
2465,1172,1.9722,116100
4122,2164,4.2941,151600
4443,1573,10.0285,500001
6573,6161,3.3304,154900
4379,2560,4.2538,154300
1872,1927,2.2019,134200
2552,1850,4.775,179500
1404,889,4.0049,190000
1643,1414,4.1181,172700
1220,729,3.6442,186300
972,554,4.8194,181300
2453,1753,2.9803,191500
2392,1987,2.8424,226400
4859,3351,3.6875,211900
934,587,3.625,181300
2180,1483,3.0395,191300
1631,862,3.6007,261800
3724,1912,3.5711,312700
3588,1891,3.4013,286000
6347,2945,3.3545,221500
4443,2421,2.2652,269200
1176,471,2.3333,364700
1354,501,3.8056,384700
2638,1150,4.2989,364700
2515,967,5.0754,374500
2394,837,4.3889,380400
3881,1535,3.0398,369100
1695,595,6.0678,399300
417,187,5.1377,360700
8262,2712,10.5575,500001
5578,1567,15.0001,500001
3979,1351,15.0001,500001
2686,857,15.0001,500001
3815,1266,15.0001,500001
2170,850,2.9107,500001
2501,748,6.6343,500001
1871,646,8.2961,500001
3652,1438,3.6964,500001
3781,1725,4.1455,500001
1028,394,10.4519,500001
2113,859,3.6953,500001
4473,1518,5.0762,500001
2079,720,9.272,500001
1831,871,8.1484,500001
1101,491,3.2222,319400
6152,3397,3.4058,275000
515,397,2.4135,184400
7297,3870,3.116,300000
1427,693,5.7405,351600
1494,618,5.4035,356300
2122,1012,4.6687,344300
1534,751,5.444,336000
1816,872,4.85,329400
1280,704,5.9632,328100
1225,591,5.4663,326700
714,314,5.9856,432100
2526,996,5.611,456600
2825,1221,5.9544,377200
1089,502,7.5953,434800
1364,494,4.6364,456300
913,451,5.6169,411200
1877,877,6.8197,363600
2416,1028,5.6732,330700
2217,1000,4.7319,376100
2828,1313,4.5987,363800
1453,695,5.9499,345800
2868,1098,7.9059,477100
2674,1087,7.3151,492200
2334,1033,6.6321,481500
2127,807,8.1596,500001
2926,1149,7.9611,500001
1516,634,6.2356,472700
3022,1278,7.2651,500001
1543,474,9.3399,500001
1753,615,7.5,500001
1060,444,8.0015,500001
2093,842,6.3231,500001
1679,719,6.435,479500
2398,911,5.2319,500001
3145,1352,5.0976,469800
2237,938,4.7105,500001
5152,2286,5.1677,380800
2085,919,5.6017,430000
5005,2357,8.5421,500001
4787,1653,12.9758,500001
5907,2310,2.3125,96900
6572,3473,5.2987,203400
3187,2205,5.1668,187400
1008,1162,3.35,147600
1591,1818,4.2969,145800
2574,2609,3.7566,146700
858,1250,2.9219,137900
870,1065,2.5313,136100
1146,1173,3.6016,153800
280,483,1.95,137500
3447,3663,3.2284,157100
490,402,3.125,175900
1026,753,4.5909,179200
2830,1577,5.35,210500
2734,2209,3.5164,217200
1106,595,3.6625,190700
1993,939,2.8021,224600
1840,966,4.7171,237900
2785,1631,3.9038,276100
2008,1052,3.0119,262200
3277,1382,3.875,366100
3060,1159,6.3703,465800
577,372,4.1875,275000
1628,500,6.083,424000
4032,1695,4.3468,425900
3891,1568,4.1656,364700
3562,1163,15.0001,500001
2979,1076,3.9904,500001
4994,1830,5.5321,500001
2665,1015,4.1411,500001
9728,3026,5.8758,500001
2113,800,11.1768,500001
1907,681,10.9805,500001
601,228,8.0239,500001
1730,994,3.7277,500001
4376,2435,2.8418,327300
3711,1764,3.1642,366700
4374,2165,3.6019,463600
1728,1161,3.725,310000
1430,805,3.3462,307000
2224,1594,3.0833,315500
4702,2636,3.3955,225000
5825,3390,3.0965,320000
2010,961,4.5982,333500
2000,1290,4.7031,302500
3306,2475,2.8797,285300
2503,1218,5.3683,500001
1426,689,5.5284,331000
684,381,2.8393,272000
3550,3738,3.191,271200
1307,884,2.9338,276300
2298,849,5.5941,363500
1464,581,6.2022,365900
1629,668,6.1333,387200
1802,753,6.0286,356000
412,310,3.9792,266700
2038,1086,4.7375,289600
3328,1455,5.0596,363900
2514,1225,4.1818,339700
1437,590,5.2338,358000
2590,1132,4.2333,358000
1436,674,3.6389,275000
2340,1141,4.5729,337500
2311,1044,8.468,472100
2040,926,7.5552,500001
4166,1600,6.3861,500001
1194,507,9.0812,500001
2959,1143,6.348,500001
702,236,5.0497,500001
1428,677,7.2316,500001
2492,1033,7.9614,500001
540,213,6.3403,500001
1471,498,7.0842,500001
7554,2808,10.06,500001
311,128,9.8091,500001
2281,1425,1.7388,54400
3302,1413,4.375,180400
3027,1970,4.3409,156000
3334,2919,3.6548,180300
1489,1389,3.4821,160300
822,1197,3.2865,133300
1999,2391,2.8,144300
1271,1338,4.125,150000
1024,1371,3.225,147500
674,808,2.6667,147800
1209,1097,1.6295,134300
973,1086,3.4519,143300
1430,1502,3.6292,145200
1181,775,4.7228,183800
1507,1025,4.5833,177200
2049,2243,2.525,163700
1550,1011,4.5375,189000
2478,1567,5.6629,186700
3004,1938,4.1857,198600
1807,1234,5.3767,233000
2893,1636,5.1586,237400
161,66,1,187500
3201,3403,2.2377,231700
3148,2850,1.9549,221500
2622,1997,3.338,222500
3353,2318,2.2589,269700
3285,2281,2.6165,230800
1013,449,5.7143,382400
2887,1626,3.6745,335500
1323,856,3.3594,202200
3760,2022,3.1551,225600
2235,914,6.1359,359700
54,20,0.536,375000
4664,1963,3.9028,367900
2769,1201,3.6641,386100
277,119,4.0208,341700
680,268,4.615,371400
1861,736,5.2853,355900
1880,681,4.3214,372300
3990,1417,4.0439,500001
3830,1292,12.7823,500001
2413,770,15.0001,500001
1399,410,15.0001,500001
1881,640,6.871,500001
533,291,10.8045,500001
2933,1077,6.1527,500001
4888,1698,4.8304,500001
2921,1124,5.0151,500001
1358,574,5.6454,500001
1975,771,6.626,500001
1508,639,4.925,409800
1262,637,5.0866,427300
904,358,3.3542,344200
629,326,4.5278,374300
2995,2626,2.2402,450000
3292,1655,3.1746,348800
3244,1423,3.6488,340800
1700,997,2.9213,305000
1594,952,3.099,335400
2731,1280,4.7083,420100
1300,703,3.5667,394000
1996,960,3.6611,344200
1807,883,5.0357,329800
1930,1002,3.9798,458600
3771,2355,3.1603,287500
740,599,4.0893,248900
1724,1079,4.5521,263800
1701,1428,3.725,284600
475,236,3.6667,450000
1462,562,4.9375,365200
1282,494,5.618,365900
4393,1257,5.0714,356100
2988,1466,4.9286,341400
4603,2191,4.5743,382200
1621,756,5.0594,346000
3521,1524,3.8086,361300
1394,552,5.9596,500001
1576,662,5.308,500001
1929,686,5.5347,500001
1584,799,5.0322,435000
2093,802,8.0957,500001
17591,6897,8.2831,500001
2460,1225,4.1576,141500
21113,9842,4.2037,194600
3600,1799,6.2971,218300
5891,2882,5.901,235600
2657,1948,4.233,157400
2443,1601,4.0223,146000
271,246,1.7062,164600
1181,1196,3.2095,167000
1769,1499,3.1212,153500
1704,1384,2.865,155500
1237,1073,3.6726,154600
1384,2054,3.0132,142600
862,1243,2.3724,154200
1130,1533,4.2353,156800
1246,1990,3.5104,140900
921,1023,3.4514,151900
1447,1630,2.9205,143100
2433,2318,3.6384,159300
1488,1221,4.0208,171400
1379,896,4.6827,183800
1488,1112,4.4688,182500
1416,995,3.7143,178700
1737,1061,3.9615,173700
2049,1286,4.4432,181500
1225,720,3.4013,176500
1372,774,3.6618,187300
2300,1447,4.2656,233700
2867,1955,4.125,226500
3667,2636,2.425,175500
3386,2240,3.0221,290100
4090,2824,2.773,140500
3440,1827,4.125,245500
2717,1546,3.9099,267500
3830,2328,2.6238,210000
2052,1254,2.6364,271100
777,284,11.2093,500001
1982,794,5.9275,336900
2922,1130,5.451,341800
2180,906,4.4464,353100
3202,1573,3.4449,292900
2050,850,3.4208,343400
1134,452,4.569,333900
2622,1233,4.0474,379700
2459,1139,4.0347,353600
1293,459,7.672,467600
1856,795,2.8448,360600
6270,2549,3.2241,295800
2900,1090,3.7125,447400
1693,498,10.9237,500001
4400,1521,8.2954,500001
10806,3511,12.7296,500001
778,238,15.0001,500001
3251,1251,7.7382,500001
3203,949,10.3467,500001
1463,601,5.3777,500001
2982,1122,4.1908,500001
4600,1675,5.1999,500001
3184,911,7.2675,500001
1693,727,6.7115,500001
3832,1613,3.9673,477300
4251,1581,5.2555,500001
1782,735,5.2954,485100
2725,1115,4.5833,427500
1740,788,5.2099,373600
1733,855,3.2308,340800
1706,894,3.1875,372700
1528,634,8.1631,500001
2172,830,3.9091,500001
1527,746,6.4232,446600
2526,1046,4.7009,500001
3133,2242,2.697,412500
1340,1008,3.7614,314300
2148,1341,3.3995,324000
6128,3586,2.7058,310900
1899,1260,2.6667,320000
2483,1212,4.0189,302900
2558,1328,4.875,301300
2243,1135,4.3281,324000
8324,2927,7.5426,351700
70,17,7.7197,500001
1104,415,6.1985,422000
14891,6270,5.1064,283200
1536,553,5.4088,500001
847,344,6.822,500001
358,162,7.1264,500001
6206,2455,5.145,420200
2112,946,4.6048,500001
3166,1097,2.6288,96000
1170,602,1.7917,80000
1899,1133,1.8636,67900
1514,1355,8.1344,359000
6235,3568,4.1724,211600
3182,2661,2.7472,160100
2606,1555,4.6864,193800
1260,1434,2.0286,122900
1632,1357,3.1588,160100
843,800,3.3687,151700
11,24,2.875,162500
1156,1359,2.5147,137100
944,1107,1.9688,144100
527,582,1.7708,138800
777,1022,3.4,139600
1701,1616,3.3603,142400
325,433,5.5124,174300
1102,949,4.0792,165100
1077,1377,3.9167,153900
1121,1038,4.8958,173700
2344,1531,3.725,178200
1730,1099,4.0368,183100
1582,1159,2.825,168600
1030,664,3.8083,183800
1529,913,3.325,178200
1191,718,3.4612,178800
1665,1011,4.8703,185100
5756,4031,3.2448,221200
2698,1544,2.7375,234900
1717,1628,2.5197,225600
2934,2517,2.936,232500
1516,983,5,243600
3487,2278,2.6709,215500
972,550,2.2461,215000
2127,1056,4.375,286100
1546,2423,2.1977,154200
2685,1085,3.2763,279400
3080,1362,4.1218,328500
1335,539,3.2813,301700
5474,2352,3.415,382500
4420,1669,4.6375,359100
3129,862,15.0001,500001
1973,1257,8.9565,500001
3535,1322,7.1674,500001
730,965,2.0511,350000
5102,2609,3.2545,500001
3910,1763,5.5,500001
520,282,2.2857,500001
4833,1649,6.2389,500001
3970,1588,4.8618,500001
5943,2492,4.1141,305000
4780,1886,4.4674,500001
5368,2269,5.7097,316700
2670,1535,3.0714,347800
18,3,0.536,350000
1164,561,4.2411,350900
975,489,4.2434,331000
1193,488,3.625,357600
1039,606,3.125,343800
3278,1321,6.2917,465700
1592,783,6.2583,386000
2242,921,4.0429,500001
1408,651,4.5795,400000
2061,907,6.0804,420000
1309,534,5.1708,418800
1798,835,4.75,355800
1462,821,2.599,362200
1562,874,4.1083,324300
1287,806,3.875,321300
5822,3335,3.1579,243100
1432,782,4.3333,303900
2799,978,5.6435,500001
2020,724,6.6494,500001
3994,1647,5.0106,500001
2141,635,11.6648,500001
2199,899,2.35,107800
3135,1385,4.337,139700
2304,782,1.4141,75800
5396,1802,1.8819,69700
13406,7030,4.6861,187900
1739,820,4.0556,182500
1532,977,4.4773,173100
4085,3988,3.4812,160200
2676,2661,4.3047,152100
762,840,2.3375,154200
1527,1303,3.5714,152000
2602,2780,2.7155,149800
1579,1012,5.1296,195900
1194,839,3.705,185800
1724,992,4.8359,195600
1637,894,4.175,209600
2094,1207,5.2801,212300
3299,2343,3.0865,205900
9053,7096,3.5082,136500
5738,4620,2.3584,157600
2609,1803,2.7714,185700
3442,4625,2.0699,183000
2331,2172,2.1888,195600
3666,2657,2.9688,202100
2729,2099,2.5842,230800
2479,2466,2.2264,181300
1810,839,3.7171,228800
2516,3350,2.0192,158300
3100,1388,4.3333,261300
2152,996,3.2386,277300
2544,1035,4.475,314800
7828,3303,3.6171,318300
4982,2237,3.7105,272600
3876,1334,4.5656,478400
1091,517,4.1727,332600
1741,588,7.9625,490800
6675,2092,11.8442,500001
1500,384,7.1576,500001
4284,3806,1.3125,350000
204,1154,9.337,500001
3367,2667,2.2444,500000
4099,2103,3.7549,275000
3771,2031,2.7679,277500
3319,1848,3.6673,283300
3330,1837,3.0173,393800
727,520,2.6528,300000
1240,711,3.3482,318100
1657,931,3.7813,336300
1230,565,6.3521,493400
2956,1212,3.4583,421900
1361,559,6.3516,354300
1328,626,5.8666,440100
2424,1123,6.4755,405800
1923,1142,4.575,326700
1606,862,3.962,345800
1909,867,4.7,334700
1829,779,3.1607,339000
1010,573,4.1861,363200
1132,654,4.5673,343100
3125,1720,2.9722,325000
1919,953,6.0672,420800
2723,1090,6.3267,500001
4803,1490,11.9993,500001
3109,1457,2.6417,94900
4084,2033,3.2405,85500
2988,1884,4.7007,169500
25957,10475,4.542,195300
5777,2917,4.1514,194100
2920,1460,4.2708,218200
2424,2291,4.0337,158500
3668,3151,3.0526,183300
1663,1242,5.5931,217600
1576,1004,4.8015,179700
1394,761,4.9485,217100
2202,1135,4.2143,224200
2217,1064,3.6989,208600
4609,5349,2.7121,169400
9902,7307,2.585,145400
6338,4718,3.0187,154600
1500,998,3.9625,168200
2288,2222,2.6299,170700
2057,2397,2.871,184400
2081,1456,3.5,186900
4855,2519,3.0893,205600
2926,1867,3.5255,202700
1491,779,6.1142,256300
5992,4826,2.7237,233500
1791,844,4.5081,251400
2582,2038,3.0877,174200
6707,2620,3.1478,273700
1495,598,3.4698,265400
2795,1173,4.4423,280400
4590,2195,3.8273,334900
3247,1065,7.8426,500001
2511,808,6.7703,500001
1302,482,7.0674,500001
5448,2202,4.2554,500001
6902,3136,2.6509,410000
4077,1719,3.7721,337500
3639,1489,4.6197,387500
2621,1632,3.287,348100
2768,1558,3.6976,360000
2142,1390,3.0069,325000
3522,1820,3.2663,337500
2729,1404,3.1235,420800
1244,886,3.125,325000
1965,1042,2.75,327300
2571,1225,6.0436,473000
3803,1690,3.0476,456200
2329,1953,2.6639,233300
1640,664,4,500001
513,266,5.6428,343100
888,376,3.875,372000
941,493,3.6458,325800
614,538,2.3542,235700
4098,2054,2.918,345600
388,248,5.1664,326700
1392,679,4.7344,346900
1158,528,3.5234,334700
885,562,3.1992,303800
1828,1075,4.337,360600
1214,478,4.0156,500001
2388,1009,5.2121,466700
2217,806,3.8935,500001
2461,777,10,500001
1658,648,3.8698,500001
9430,3408,6.1726,500001
3065,1101,10.5536,500001
4754,1366,2.0694,81200
2248,927,1.3023,68500
3223,1763,5.2887,183000
913,530,3.038,238500
2664,1468,4.8988,325200
4256,3401,4.2935,190000
1150,741,5.741,220600
1549,881,5.1408,222900
1444,523,2.7353,192400
1898,1123,5.5792,218400
1300,650,3.8875,199200
8350,9135,2.5008,160000
2512,1805,2.9735,220000
4590,2723,2.7118,281700
3939,2475,2.9025,229100
1104,495,5.0929,225000
3879,2113,3.892,292900
3823,1449,4.6,392500
6306,2381,4.642,457300
804,267,8.2269,500001
2873,850,8.153,500001
3646,1390,7.629,500001
3030,916,9.4664,500001
1271,419,7.6447,500001
6577,2937,4.801,500001
4401,1725,4.175,500001
2689,1229,3.5909,500001
5215,2048,4.7009,500001
2909,1310,4.516,350000
5041,2719,3.5335,268800
3024,1323,3.3889,347900
2642,1303,3.5987,340500
3287,1523,3.7381,290600
2136,986,2.7254,444400
2163,1759,2.3382,297500
3057,2223,2.0745,332500
2175,1019,4.793,470800
2017,958,6.1014,480100
1160,393,2.9167,461100
752,482,2.5417,418200
2704,1047,4.4211,462900
1782,837,3.7727,413000
1271,574,3.1304,340500
2586,1801,2.6042,305800
1259,668,4.2813,384400
1523,636,3.0682,412500
1568,764,3.015,414300
1146,833,2.5938,285000
2155,1082,3.4071,267500
1875,1491,2.8417,321400
1312,1178,2.0714,300000
1438,665,2.975,500001
8417,4631,3.6949,115800
1375,728,5.0166,229000
2384,1697,6.0891,270100
2132,1128,5.3107,227100
1511,873,5.5608,226700
2649,1303,4.9955,216800
1770,938,5.749,238000
1951,1040,5.1619,195300
1865,1074,5.1068,223300
1442,795,4.9688,216900
2621,1285,6.6537,267600
1963,919,4.7583,258600
1762,761,6.5268,273100
3354,1752,4.5484,239900
3430,3618,2.1974,93800
2879,2077,3.3864,197400
2027,1545,2.8974,189900
2850,2249,2.6957,191700
3831,2258,2.4375,255400
2058,1132,3.8833,210400
2108,769,8.7172,500001
3507,1427,6.7082,500001
2536,990,5.4591,495500
9320,2980,10.3599,500001
3351,1564,8.5153,500001
4042,1318,12.8665,500001
4767,1500,10.7937,500001
3623,1282,9.5221,500001
2143,751,6.7496,500001
3780,1435,4.3158,500001
1956,724,8.9616,500001
1395,610,3.9659,500001
2539,979,3.6667,500001
1530,1074,3.5076,381800
1793,1143,2.8981,353600
2027,1425,2.2917,330800
1585,1019,2.7072,375000
1583,983,2.7019,293800
1249,1106,2.5261,375000
72,150,2.625,250000
2198,1023,3.755,398300
2851,1410,4.0893,381500
1359,521,2.6736,500001
2584,1058,3.2061,370000
1727,741,3.6121,500000
4149,1749,3.9722,450000
2219,1107,2.5523,387500
895,237,12.0088,500001
716,422,2.6042,287500
8244,4453,5.4829,199600
4166,2082,4.4107,213400
1024,357,7.0598,356300
4516,1714,9.2873,431800
3508,1957,6.6458,285500
2535,1071,6.8695,319400
4877,2521,5.5714,225900
3047,1578,4.58,236200
2722,1164,4.6591,239900
8389,4483,3.5497,261300
2088,960,4.3333,232900
2871,1335,5.0232,253900
4054,2164,5,258000
2707,1224,5.2939,244200
1971,917,6.0965,262300
4373,2040,5.2668,242300
1756,899,5.0325,238200
1131,746,1.3565,225000
1109,515,5.2118,215800
2087,1809,3.1667,202000
